train_loss,epoch,step,val_loss,val_acc,test_loss,test_acc
0.4239751696586609,0,49,,,,
0.20626193284988403,0,99,,,,
0.20973899960517883,0,149,,,,
0.30264538526535034,0,199,,,,
0.2812580466270447,0,249,,,,
0.11253386735916138,0,299,,,,
0.14947672188282013,0,349,,,,
0.032079268246889114,0,399,,,,
0.04223630949854851,0,449,,,,
0.08634522557258606,0,499,,,,
0.13654254376888275,0,549,,,,
0.051909081637859344,0,599,,,,
0.02725612185895443,0,649,,,,
0.14345073699951172,0,699,,,,
0.16095204651355743,0,749,,,,
,0,749,0.08054161816835403,0.9770833253860474,,
0.1243428960442543,1,799,,,,
0.10647782683372498,1,849,,,,
0.06289680302143097,1,899,,,,
0.026737865060567856,1,949,,,,
0.025590520352125168,1,999,,,,
0.059108976274728775,1,1049,,,,
0.10698854178190231,1,1099,,,,
0.06141989305615425,1,1149,,,,
0.040011823177337646,1,1199,,,,
0.08218421041965485,1,1249,,,,
0.09356703609228134,1,1299,,,,
0.1313011795282364,1,1349,,,,
0.10109643638134003,1,1399,,,,
0.13507668673992157,1,1449,,,,
0.02877206541597843,1,1499,,,,
,1,1499,0.06336114555597305,0.9802500009536743,,
0.1288686990737915,2,1549,,,,
0.15073291957378387,2,1599,,,,
0.059785064309835434,2,1649,,,,
0.03993160277605057,2,1699,,,,
0.10113445669412613,2,1749,,,,
0.015586760826408863,2,1799,,,,
0.11742716282606125,2,1849,,,,
0.006625243462622166,2,1899,,,,
0.02512328140437603,2,1949,,,,
0.06163439899682999,2,1999,,,,
0.2422226369380951,2,2049,,,,
0.02245316281914711,2,2099,,,,
0.14812754094600677,2,2149,,,,
0.011314806528389454,2,2199,,,,
0.04110126197338104,2,2249,,,,
,2,2249,0.05140730366110802,0.9852499961853027,,
0.00832945667207241,3,2299,,,,
0.16769690811634064,3,2349,,,,
0.030640708282589912,3,2399,,,,
0.11316943168640137,3,2449,,,,
0.18154177069664001,3,2499,,,,
0.021785682067275047,3,2549,,,,
0.09893297404050827,3,2599,,,,
0.006634647957980633,3,2649,,,,
0.060063835233449936,3,2699,,,,
0.024005889892578125,3,2749,,,,
0.017095714807510376,3,2799,,,,
0.004121539182960987,3,2849,,,,
0.026669353246688843,3,2899,,,,
0.047792743891477585,3,2949,,,,
0.036564648151397705,3,2999,,,,
,3,2999,0.04161882400512695,0.9878333210945129,,
0.022746426984667778,4,3049,,,,
0.03392146900296211,4,3099,,,,
0.060466304421424866,4,3149,,,,
0.07176417857408524,4,3199,,,,
0.14240798354148865,4,3249,,,,
0.035255566239356995,4,3299,,,,
0.08756288141012192,4,3349,,,,
0.08791828900575638,4,3399,,,,
0.03856521472334862,4,3449,,,,
0.03967960178852081,4,3499,,,,
0.07571017742156982,4,3549,,,,
0.010912424884736538,4,3599,,,,
0.006441748701035976,4,3649,,,,
0.07550211250782013,4,3699,,,,
0.027963366359472275,4,3749,,,,
,4,3749,0.04316062852740288,0.987416684627533,,
0.02411673218011856,5,3799,,,,
0.009980188682675362,5,3849,,,,
0.03112751804292202,5,3899,,,,
0.07017377018928528,5,3949,,,,
0.01855621486902237,5,3999,,,,
0.019591540098190308,5,4049,,,,
0.026270367205142975,5,4099,,,,
0.013750433921813965,5,4149,,,,
0.024421440437436104,5,4199,,,,
0.09844726324081421,5,4249,,,,
0.11450057476758957,5,4299,,,,
0.05428403615951538,5,4349,,,,
0.02354530245065689,5,4399,,,,
0.023427238687872887,5,4449,,,,
0.0288455281406641,5,4499,,,,
,5,4499,0.03874700143933296,0.9884999990463257,,
0.012130099348723888,6,4549,,,,
0.1695757359266281,6,4599,,,,
0.012299742549657822,6,4649,,,,
0.056709859520196915,6,4699,,,,
0.03193426504731178,6,4749,,,,
0.2018681913614273,6,4799,,,,
0.026542138308286667,6,4849,,,,
0.009691008366644382,6,4899,,,,
0.017836952582001686,6,4949,,,,
0.013674029149115086,6,4999,,,,
0.05598067119717598,6,5049,,,,
0.018509075045585632,6,5099,,,,
0.11293067038059235,6,5149,,,,
0.11452315747737885,6,5199,,,,
0.011424653232097626,6,5249,,,,
,6,5249,0.03763103857636452,0.9890833497047424,,
0.03128046914935112,7,5299,,,,
0.0026331800036132336,7,5349,,,,
0.07668900489807129,7,5399,,,,
0.006813285872340202,7,5449,,,,
0.0035050022415816784,7,5499,,,,
0.009596521966159344,7,5549,,,,
0.03858810290694237,7,5599,,,,
0.02053377777338028,7,5649,,,,
0.019272886216640472,7,5699,,,,
0.08159981667995453,7,5749,,,,
0.011686165817081928,7,5799,,,,
0.044011808931827545,7,5849,,,,
0.06507700681686401,7,5899,,,,
0.03047805279493332,7,5949,,,,
0.032480016350746155,7,5999,,,,
,7,5999,0.03489058092236519,0.9901666641235352,,
0.009380869567394257,8,6049,,,,
0.0029659506399184465,8,6099,,,,
0.009553810581564903,8,6149,,,,
0.057129546999931335,8,6199,,,,
0.006924934685230255,8,6249,,,,
0.01037662010639906,8,6299,,,,
0.007093293592333794,8,6349,,,,
0.014292859472334385,8,6399,,,,
0.008166533894836903,8,6449,,,,
0.018861917778849602,8,6499,,,,
0.054904352873563766,8,6549,,,,
0.0018011565553024411,8,6599,,,,
0.02751978486776352,8,6649,,,,
0.013254324905574322,8,6699,,,,
0.07972084730863571,8,6749,,,,
,8,6749,0.04023032262921333,0.9883333444595337,,
0.01977187767624855,9,6799,,,,
0.009547660127282143,9,6849,,,,
0.015852168202400208,9,6899,,,,
0.025090616196393967,9,6949,,,,
0.08723904192447662,9,6999,,,,
0.053983453661203384,9,7049,,,,
0.017204083502292633,9,7099,,,,
0.03342360258102417,9,7149,,,,
0.10865171998739243,9,7199,,,,
0.03771341219544411,9,7249,,,,
0.05045679211616516,9,7299,,,,
0.028307216241955757,9,7349,,,,
0.016699664294719696,9,7399,,,,
0.00951648224145174,9,7449,,,,
0.05804924666881561,9,7499,,,,
,9,7499,0.0378156416118145,0.9898333549499512,,
,10,7500,,,0.026685131713747978,0.9909999966621399
